Chapter_Number,Chapter_Title_KN,Chapter_Title_EN,Page_Range,Kannada_Term,English_Term,Transliteration,Category,Importance_Level,Frequency_in_Chapter,Kannada_Definition,English_Definition,Example_KN,Example_EN,Mnemonic_or_Tip
7,ಸಮಾನುಪಾತತೆಯ ತಾರ್ಕಿಕತೆ-1,Proportional Reasoning - 1,pp. 185-208,ಲಾಭ,Profit / Gain,Laabha,Commercial Math,Important,6,ಮಾರಾಟದ ಬೆಲೆಯು ಕೊಂಡ ಬೆಲೆಗಿಂತ ಹೆಚ್ಚಾಗಿದ್ದಾಗ ಉಂಟಾಗುವ ಆರ್ಥಿಕ ಗಳಿಕೆ (ಲಾಭ = SP - CP).,Financial gain when selling price exceeds cost price (Profit = SP - CP).,ಲಾಭ = ₹600 - ₹500 = ₹100.,Profit = ₹600 - ₹500 = ₹100.,Profit = Extra money made on top of investment.
7,ಸಮಾನುಪಾತತೆಯ ತಾರ್ಕಿಕತೆ-1,Proportional Reasoning - 1,pp. 185-208,ವಿಸ್ತೀರ್ಣ / ಕ್ಷೇತ್ರಫಲ,Area,Visteerna / Kshetraphala,Mensuration,Important,5,ಸಮತಲ ಆಕೃತಿಯು ಆವರಿಸಿರುವ ಒಟ್ಟು ಜಾಗ ಅಥವಾ ಮೇಲ್ಮೈಯ ಅಳತೆ (ಚದರ ಏಕಮಾನಗಳಲ್ಲಿ).,The measurement of the surface extent enclosed within a 2D boundary (expressed in square units).,ಆಯತದ ವಿಸ್ತೀರ್ಣ = ಉದ್ದ × ಅಗಲ (Area = l × b).,Area of rectangle = length × breadth (l × b).,Area = Number of 1x1 unit square tiles needed to cover a surface.
8,ವೇಷಧಾರಿ ಭಿನ್ನರಾಶಿಗಳು,Fractions in Disguise (Percentages & Commercial Math),pp. 3-41,ಶೇಕಡಾ / ಶೇಕಡಾವಾರು,Percentage,Shekada / Shekadaavaaru,Commercial Math,Core / Essential,119,ಪ್ರತಿ ನೂರಕ್ಕೆ ಇರುವ ಪ್ರಮಾಣ ಅಥವಾ 100 ನ್ನು ಛೇದವಾಗಿ ಹೊಂದಿರುವ ಭಿನ್ನರಾಶಿ (% ಸಂಕೇತ).,"A rate, number, or amount in each hundred (represented by the symbol %).",45% ಎಂದರೆ 45 / 100 ಅಥವಾ 0.45.,45% means 45 out of 100 or 0.45.,Per-cent = Per Hundred (Centum = 100).
8,ವೇಷಧಾರಿ ಭಿನ್ನರಾಶಿಗಳು,Fractions in Disguise (Percentages & Commercial Math),pp. 3-41,ಲಾಭ,Profit / Gain,Laabha,Commercial Math,Core / Essential,50,ಮಾರಾಟದ ಬೆಲೆಯು ಕೊಂಡ ಬೆಲೆಗಿಂತ ಹೆಚ್ಚಾಗಿದ್ದಾಗ ಉಂಟಾಗುವ ಆರ್ಥಿಕ ಗಳಿಕೆ (ಲಾಭ = SP - CP).,Financial gain when selling price exceeds cost price (Profit = SP - CP).,ಲಾಭ = ₹600 - ₹500 = ₹100.,Profit = ₹600 - ₹500 = ₹100.,Profit = Extra money made on top of investment.
8,ವೇಷಧಾರಿ ಭಿನ್ನರಾಶಿಗಳು,Fractions in Disguise (Percentages & Commercial Math),pp. 3-41,ಸರಳ ಬಡ್ಡಿ,Simple Interest (SI),Sarala Baddi,Commercial Math,Core / Essential,47,ಕೇವಲ ಮೂಲ ಅಸಲಿನ ಮೇಲೆ ನಿರ್ದಿಷ್ಟ ಅವಧಿಗೆ ಲೆಕ್ಕ ಹಾಕಲಾಗುವ ಬಡ್ಡಿ: SI = (P × T × R) / 100.,Interest calculated solely on the principal amount: SI = (P × T × R) / 100.,"₹10,000 ಅಸಲಿಗೆ 2 ವರ್ಷಕ್ಕೆ 5% ದರದಲ್ಲಿ ಸರಳ ಬಡ್ಡಿ = ₹1,000.","Simple interest on ₹10,000 at 5% for 2 years = ₹1,000.",I = P × T × R / 100 (Interest = Principal × Time × Rate / 100).
8,ವೇಷಧಾರಿ ಭಿನ್ನರಾಶಿಗಳು,Fractions in Disguise (Percentages & Commercial Math),pp. 3-41,ರಿಯಾಯಿತಿ,Discount,Riyaayiti,Commercial Math,Core / Essential,28,ವಸ್ತುವಿನ ನಮೂದಿಸಿದ ಬೆಲೆಯ ಮೇಲೆ (Marked Price) ಗ್ರಾಹಕರಿಗೆ ನೀಡಲಾಗುವ ಬೆಲೆ ಕಡಿತ.,A reduction in the usual price / marked price of an item.,₹1000 ನಮೂದಿತ ಬೆಲೆಯ ಮೇಲಿನ 20% ರಿಯಾಯಿತಿ = ₹200 ಕಡಿತ.,20% discount on ₹1000 marked price = ₹200 reduction.,Discount lowers the price you pay from the tag price.
8,ವೇಷಧಾರಿ ಭಿನ್ನರಾಶಿಗಳು,Fractions in Disguise (Percentages & Commercial Math),pp. 3-41,ನಷ್ಟ,Loss,Nashta,Commercial Math,Core / Essential,26,ಮಾರಾಟದ ಬೆಲೆಯು ಕೊಂಡ ಬೆಲೆಗಿಂತ ಕಡಿಮೆಯಾದಾಗ ಉಂಟಾಗುವ ಆರ್ಥಿಕ ಕೊರತೆ (ನಷ್ಟ = CP - SP).,Financial deficit when cost price exceeds selling price (Loss = CP - SP).,"₹500 ರ ವಸ್ತುವನ್ನು ₹450 ಕ್ಕೆ ಮಾರಿದರೆ, ನಷ್ಟ = ₹50.","If an item bought for ₹500 is sold for ₹450, Loss = ₹50.",Loss occurs when you sell below cost.
8,ವೇಷಧಾರಿ ಭಿನ್ನರಾಶಿಗಳು,Fractions in Disguise (Percentages & Commercial Math),pp. 3-41,ಅಸಲು,Principal (Amount Borrowed/Lent),Asalu,Commercial Math,Core / Essential,22,ಸಾಲವಾಗಿ ಪಡೆದ ಅಥವಾ ಠೇವಣಿ ಇರಿಸಿದ ಮೂಲ ಹಣದ ಮೊತ್ತ (P).,The original sum of money borrowed or invested before interest.,"ಬ್ಯಾಂಕಿನಲ್ಲಿ ಠೇವಣಿ ಇಟ್ಟ ₹50,000 ಅಸಲು ಹಣವಾಗಿದೆ.","₹50,000 deposited in the bank is the principal amount.",Principal is the starting base investment.
8,ವೇಷಧಾರಿ ಭಿನ್ನರಾಶಿಗಳು,Fractions in Disguise (Percentages & Commercial Math),pp. 3-41,ಕೊಂಡ ಬೆಲೆ / ಖರೀದಿ ಬೆಲೆ,Cost Price (CP),Konda Bele / Khareedi Bele,Commercial Math,Core / Essential,15,ಒಂದು ವಸ್ತುವನ್ನು ಖರೀದಿಸಲು ಅಥವಾ ತಯಾರಿಸಲು ತಗುಲಿದ ಮೂಲ ವೆಚ್ಚ.,The total price at which an item is bought or produced (CP).,"ವ್ಯಾಪಾರಿಯು ಒಂದು ಬ್ಯಾಗ್ ಅನ್ನು ₹500 ಕ್ಕೆ ಖರೀದಿಸಿದರೆ, ಕೊಂಡ ಬೆಲೆ = ₹500.","If a merchant buys a bag for ₹500, the Cost Price is ₹500.",Cost = What it costs you to get the item.
8,ವೇಷಧಾರಿ ಭಿನ್ನರಾಶಿಗಳು,Fractions in Disguise (Percentages & Commercial Math),pp. 3-41,ಮಾರಾಟದ ಬೆಲೆ,Selling Price (SP),Maaraatada Bele,Commercial Math,Core / Essential,15,ಒಂದು ವಸ್ತುವನ್ನು ಗ್ರಾಹಕರಿಗೆ ಮಾರಾಟ ಮಾಡುವ ಬೆಲೆ.,The price at which a product is sold to a buyer (SP).,"ಬ್ಯಾಗ್ ಅನ್ನು ₹600 ಕ್ಕೆ ಮಾರಿದರೆ, ಮಾರಾಟದ ಬೆಲೆ = ₹600.","If the bag is sold for ₹600, the Selling Price is ₹600.",SP > CP means Profit; SP < CP means Loss.
8,ವೇಷಧಾರಿ ಭಿನ್ನರಾಶಿಗಳು,Fractions in Disguise (Percentages & Commercial Math),pp. 3-41,ಸಮಾನುಪಾತ,Proportion,Samaanupaatha,Ratios & Proportions,Core / Essential,10,ಎರಡು ಅನುಪಾತಗಳು ಪರಸ್ಪರ ಸಮನಾಗಿರುವ ಸ್ಥಿತಿ (a:b = c:d ಅಥವಾ a:b :: c:d).,An equation stating that two given ratios are equal (a/b = c/d).,2:3 ಮತ್ತು 4:6 ಸಮಾನುಪಾತದಲ್ಲಿವೆ (2/3 = 4/6).,2:3 and 4:6 are in proportion (2/3 = 4/6).,Proportion = Equality of two ratios (ad = bc).
8,ವೇಷಧಾರಿ ಭಿನ್ನರಾಶಿಗಳು,Fractions in Disguise (Percentages & Commercial Math),pp. 3-41,ಆಧಾರ ಸಂಖ್ಯೆ,Base (Base Number),Aadhaara Sankhye,Exponents & Powers,Important,7,ಘಾತಾಂಕದಲ್ಲಿ ಪುನರಾವರ್ತಿತವಾಗಿ ಗುಣಿಸಲ್ಪಡುವ ಮೂಲ ಸಂಖ್ಯೆ.,The number that is being repeatedly multiplied by itself in an exponential expression.,2⁴ ರಲ್ಲಿ 2 ಆಧಾರ ಸಂಖ್ಯೆ ಮತ್ತು 4 ಘಾತಾಂಕವಾಗಿದೆ.,"In 2⁴, 2 is the base and 4 is the exponent.",Base is the foundation on the bottom upon which exponents stand.
8,ವೇಷಧಾರಿ ಭಿನ್ನರಾಶಿಗಳು,Fractions in Disguise (Percentages & Commercial Math),pp. 3-41,ಅನುಪಾತ,Ratio,Anupaatha,Ratios & Proportions,Important,4,ಒಂದೇ ಏಕಮಾನವುಳ್ಳ ಎರಡು ಪ್ರಮಾಣಗಳನ್ನು ಭಾಗಾಕಾರದ ಮೂಲಕ ಹೋಲಿಸುವುದು (a : b ಅಥವಾ a/b).,A quantitative relationship between two amounts showing how many times one value contains another (symbol a:b).,"ತರಗತಿಯಲ್ಲಿ 20 ಹುಡುಗರು ಮತ್ತು 30 ಹುಡುಗಿಯರಿದ್ದರೆ, ಅನುಪಾತ 20:30 = 2:3.","If there are 20 boys and 30 girls, the ratio is 20:30 = 2:3.",Ratio compares parts to parts or parts to whole.
9,ಬೋಧಾಯನ ಪೈಥಾಗೊರಸ್ ಪ್ರಮೇಯ,Baudhayana-Pythagoras Theorem,pp. 42-66,ಚೌಕ / ಸಮಚತುರ್ಭುಜ,Square (Geometry),Chowka / Samachaturbhuja,Geometry,Core / Essential,123,"ನಾಲ್ಕೂ ಬಾಹುಗಳು ಸಮನಾಗಿದ್ದು, ಎಲ್ಲಾ ಕೋನಗಳು 90° ಆಗಿರುವ ಸಮ ನಿಯಮಿತ ಚತುರ್ಭುಜ.",A regular quadrilateral with four equal sides and four right angles (90°).,ಚೌಕದ ಕರ್ಣಗಳು ಲಂಬವಾಗಿ ಪರಸ್ಪರ ಅರ್ಧಿಸುತ್ತವೆ.,The diagonals of a square bisect each other at right angles (perpendicularly).,All 4 sides equal and all 4 angles 90°.
9,ಬೋಧಾಯನ ಪೈಥಾಗೊರಸ್ ಪ್ರಮೇಯ,Baudhayana-Pythagoras Theorem,pp. 42-66,ವಿಕರ್ಣ / ಕರ್ಣ (ತ್ರಿಭುಜ),Hypotenuse,Vikarna / Karna,Geometry,Core / Essential,98,ಲಂಬಕೋನ ತ್ರಿಭುಜದಲ್ಲಿ ಲಂಬಕೋನಕ್ಕೆ (90°) ಅಭಿಮುಖವಾಗಿರುವ ಅತಿ ಉದ್ದದ ಬಾಹು.,"The longest side of a right-angled triangle, opposite the right angle.","ತ್ರಿಭುಜ ABC ಯಲ್ಲಿ ಕೋನ B = 90° ಆದರೆ, AC ಕರ್ಣವಾಗಿರುತ್ತದೆ.","In triangle ABC with angle B = 90°, AC is the hypotenuse.",Hypotenuse is always the longest side of a right triangle.
9,ಬೋಧಾಯನ ಪೈಥಾಗೊರಸ್ ಪ್ರಮೇಯ,Baudhayana-Pythagoras Theorem,pp. 42-66,ಕರ್ಣ,Diagonal,Karna,Geometry,Core / Essential,67,ಬಹುಭುಜಾಕೃತಿಯ ಯಾವುದೇ ಎರಡು ಅನುಕ್ರಮವಲ್ಲದ (ಅಕ್ಕಪಕ್ಕದಲ್ಲದ) ಶೃಂಗಗಳನ್ನು ಜೋಡಿಸುವ ಸರಳರೇಖೆ.,A straight line segment joining two non-consecutive vertices of a polygon.,ಚತುರ್ಭುಜವು 2 ಕರ್ಣಗಳನ್ನು ಹೊಂದಿರುತ್ತದೆ.,A quadrilateral has 2 diagonals.,Cross line connecting opposite corners.
9,ಬೋಧಾಯನ ಪೈಥಾಗೊರಸ್ ಪ್ರಮೇಯ,Baudhayana-Pythagoras Theorem,pp. 42-66,ವಿಸ್ತೀರ್ಣ / ಕ್ಷೇತ್ರಫಲ,Area,Visteerna / Kshetraphala,Mensuration,Core / Essential,64,ಸಮತಲ ಆಕೃತಿಯು ಆವರಿಸಿರುವ ಒಟ್ಟು ಜಾಗ ಅಥವಾ ಮೇಲ್ಮೈಯ ಅಳತೆ (ಚದರ ಏಕಮಾನಗಳಲ್ಲಿ).,The measurement of the surface extent enclosed within a 2D boundary (expressed in square units).,ಆಯತದ ವಿಸ್ತೀರ್ಣ = ಉದ್ದ × ಅಗಲ (Area = l × b).,Area of rectangle = length × breadth (l × b).,Area = Number of 1x1 unit square tiles needed to cover a surface.
9,ಬೋಧಾಯನ ಪೈಥಾಗೊರಸ್ ಪ್ರಮೇಯ,Baudhayana-Pythagoras Theorem,pp. 42-66,ಪ್ರಮೇಯ,Theorem,Prameya,Geometry,Core / Essential,62,ಗಣಿತೀಯ ತಾರ್ಕಿಕತೆಯಿಂದ ಮತ್ತು ಹಿಂದಿನ ಸತ್ಯಗಳ ಆಧಾರದ ಮೇಲೆ ಸಾಬೀತುಪಡಿಸಬಹುದಾದ ಹೇಳಿಕೆ.,A mathematical statement that has been proven on the basis of previously established statements.,ಪೈಥಾಗೊರಸ್ ಪ್ರಮೇಯವು ಗಣಿತದ ಅತ್ಯಂತ ಪ್ರಸಿದ್ಧ ಪ್ರಮೇಯವಾಗಿದೆ.,Pythagoras theorem is a foundational geometric theorem.,Theorem = Logical mathematical truth with proof.
9,ಬೋಧಾಯನ ಪೈಥಾಗೊರಸ್ ಪ್ರಮೇಯ,Baudhayana-Pythagoras Theorem,pp. 42-66,ಬೋಧಾಯನ ಪೈಥಾಗೊರಸ್ ಪ್ರಮೇಯ,Baudhayana-Pythagoras Theorem,Baudhayana Pythagoras Prameya,Geometry,Core / Essential,58,"ಲಂಬಕೋನ ತ್ರಿಭುಜದಲ್ಲಿ, ಕರ್ಣದ ಮೇಲಿನ ಚೌಕದ ವಿಸ್ತೀರ್ಣವು ಉಳಿದೆರಡು ಬಾಹುಗಳ ಮೇಲಿನ ಚೌಕಗಳ ವಿಸ್ತೀರ್ಣಗಳ ಮೊತ್ತಕ್ಕೆ ಸಮ (c² = a² + b²).","In a right-angled triangle, the square of the hypotenuse equals the sum of squares of the other two sides: a² + b² = c².","ಪಾದ = 3 cm, ಲಂಬ = 4 cm ಆದರೆ ಕರ್ಣ = √(3² + 4²) = 5 cm.","If base = 3 cm, altitude = 4 cm, then hypotenuse = √(9 + 16) = 5 cm.",Indian sage Baudhayana documented this theorem in Sulba Sutras centuries before Pythagoras!
9,ಬೋಧಾಯನ ಪೈಥಾಗೊರಸ್ ಪ್ರಮೇಯ,Baudhayana-Pythagoras Theorem,pp. 42-66,ಪೈ (π),Pi (π ≈ 22/7 or 3.14159),Pi (Constant),Mathematical Constants,Core / Essential,36,ಯಾವುದೇ ವೃತ್ತದ ಪರಿಧಿ ಮತ್ತು ಅದರ ವ್ಯಾಸದ ನಡುವಿನ ಸ್ಥಿರ ಅನುಪಾತ (C / d = π ≈ 3.14159 ಅಥವಾ 22/7).,The mathematical constant representing the ratio of a circle's circumference to its diameter (π ≈ 3.14159).,ವೃತ್ತದ ಪರಿಧಿ C = 2πr ಮತ್ತು ವಿಸ್ತೀರ್ಣ A = πr².,Circumference C = 2πr and Area A = πr².,Pi is constant for every circle in the universe!
9,ಬೋಧಾಯನ ಪೈಥಾಗೊರಸ್ ಪ್ರಮೇಯ,Baudhayana-Pythagoras Theorem,pp. 42-66,ಲಂಬಕೋನ ತ್ರಿಭುಜ,Right-Angled Triangle,Lambakoana Tribhuja,Geometry,Core / Essential,32,ಒಂದು ಕೋನವು ನಿಖರವಾಗಿ 90° (ಲಂಬಕೋನ) ಆಗಿರುವ ತ್ರಿಭುಜ.,A triangle in which one angle is a right angle (exactly 90°).,ಲಂಬಕೋನ ತ್ರಿಭುಜದ ಲಂಬಕೋನಕ್ಕೆ ಅಭಿಮುಖವಾಗಿರುವ ಬಾಹುವೇ ಕರ್ಣ.,The side opposite to the right angle is the hypotenuse.,Contains a 90° corner like the corner of a book.
9,ಬೋಧಾಯನ ಪೈಥಾಗೊರಸ್ ಪ್ರಮೇಯ,Baudhayana-Pythagoras Theorem,pp. 42-66,ವರ್ಗ,Square,Varga,Arithmetic & Powers,Core / Essential,21,ಒಂದು ಸಂಖ್ಯೆಯನ್ನು ಅದೇ ಸಂಖ್ಯೆಯಿಂದ ಗುಣಿಸಿದಾಗ ಬರುವ ಗುಣಲಬ್ಧ.,"The result obtained by multiplying a number by itself (e.g., n × n = n²).",5 ರ ವರ್ಗ 25 (5² = 25).,The square of 5 is 25 (5² = 25).,Think of a geometric 'Square' with equal sides: Area = side × side.
9,ಬೋಧಾಯನ ಪೈಥಾಗೊರಸ್ ಪ್ರಮೇಯ,Baudhayana-Pythagoras Theorem,pp. 42-66,ಬೆಸ ಸಂಖ್ಯೆ,Odd Number,Besa Sankhye,Arithmetic,Core / Essential,12,"2 ರಿಂದ ನಿಶ್ಶೇಷವಾಗಿ ಭಾಗವಾಗದ ಪೂರ್ಣಾಂಕಗಳು (1, 3, 5, 7, 9...).",An integer that cannot be divided evenly by 2.,ಮೊದಲ n ಬೆಸ ಸಂಖ್ಯೆಗಳ ಮೊತ್ತ n² ಆಗಿರುತ್ತದೆ.,The sum of the first n odd numbers is always n².,"Odd numbers always end with 1, 3, 5, 7, or 9."
9,ಬೋಧಾಯನ ಪೈಥಾಗೊರಸ್ ಪ್ರಮೇಯ,Baudhayana-Pythagoras Theorem,pp. 42-66,ರೇಖಾತ್ಮಕ ಸಮೀಕರಣ,Linear Equation in One Variable,Rekhaatmaka Sameekarana,Algebra,Important,9,ಚರಾಕ್ಷರದ ಗರಿಷ್ಠ ಘಾತ 1 ಆಗಿರುವ ಮತ್ತು '=' ಚಿಹ್ನೆಯನ್ನು ಹೊಂದಿರುವ ಗಣಿತ ಸಮಾನತೆಯ ಹೇಳಿಕೆ (ax + b = 0).,An algebraic equation where the highest exponent of the variable is 1 (ax + b = c).,"2x + 5 = 15 ಒಂದು ರೇಖಾತ್ಮಕ ಸಮೀಕರಣ, ಇದರ ಪರಿಹಾರ x = 5.",2x + 5 = 15 is a linear equation with solution x = 5.,Linear = Forms a straight line graph with power 1.
9,ಬೋಧಾಯನ ಪೈಥಾಗೊರಸ್ ಪ್ರಮೇಯ,Baudhayana-Pythagoras Theorem,pp. 42-66,ಪರಿಪೂರ್ಣ ಘನ,Perfect Cube,Paripoorna Ghana,Arithmetic & Powers,Important,6,"ಒಂದು ಪೂರ್ಣಾಂಕದ ಘನವಾಗಿರುವ ಸಂಖ್ಯೆ (ಉದಾ: 1, 8, 27, 64, 125...).",An integer that is the cube of another integer.,27 ಒಂದು ಪರಿಪೂರ್ಣ ಘನ ಏಕೆಂದರೆ 3 × 3 × 3 = 27.,27 is a perfect cube because 3 × 3 × 3 = 27.,Cubes can be stacked into a solid 3D cubic block without leftovers.
9,ಬೋಧಾಯನ ಪೈಥಾಗೊರಸ್ ಪ್ರಮೇಯ,Baudhayana-Pythagoras Theorem,pp. 42-66,ಘಾತ,Power,Ghaata,Exponents & Powers,Important,6,ಆಧಾರ ಸಂಖ್ಯೆ ಮತ್ತು ಘಾತಾಂಕವನ್ನು ಒಳಗೊಂಡಿರುವ ಒಟ್ಟು ಅಭಿವ್ಯಕ್ತಿ (ಉದಾ: aⁿ).,An expression that represents repeated multiplication of the same factor.,2 ರ 3 ನೇ ಘಾತವು 8 (2³ = 8).,2 to the power 3 equals 8 (2³ = 8).,'Power' gives rapid geometric growth.
9,ಬೋಧಾಯನ ಪೈಥಾಗೊರಸ್ ಪ್ರಮೇಯ,Baudhayana-Pythagoras Theorem,pp. 42-66,ಆಯತ,Rectangle,Aayatha,Geometry,Important,6,ಎಲ್ಲಾ ಕೋನಗಳು 90° (ಲಂಬಕೋನ) ಮತ್ತು ಅಭಿಮುಖ ಬಾಹುಗಳು ಸಮನಾಗಿರುವ ಚತುರ್ಭುಜ.,An equiangular quadrilateral where all four angles are right angles (90°) and opposite sides are equal.,ಆಯತದ ಕರ್ಣಗಳು ಪರಸ್ಪರ ಸಮ ಮತ್ತು ಅರ್ಧಿಸುತ್ತವೆ.,The diagonals of a rectangle are equal and bisect each other.,"Opposite sides equal, 4 right angles."
9,ಬೋಧಾಯನ ಪೈಥಾಗೊರಸ್ ಪ್ರಮೇಯ,Baudhayana-Pythagoras Theorem,pp. 42-66,ಘನ,Cube,Ghana,Arithmetic & Powers,Important,5,ಒಂದು ಸಂಖ್ಯೆಯನ್ನು ಮೂರು ಬಾರಿ ಅದೇ ಸಂಖ್ಯೆಯಿಂದ ಗುಣಿಸಿದಾಗ ಬರುವ ಗುಣಲಬ್ಧ.,"The product of a number multiplied by itself three times (e.g., n × n × n = n³).",4 ರ ಘನ 64 (4³ = 64).,The cube of 4 is 64 (4³ = 64).,Think of a 3D 'Cube' block: Volume = length × width × height.
9,ಬೋಧಾಯನ ಪೈಥಾಗೊರಸ್ ಪ್ರಮೇಯ,Baudhayana-Pythagoras Theorem,pp. 42-66,ಸಮ ಸಂಖ್ಯೆ,Even Number,Sama Sankhye,Arithmetic,Important,4,"2 ರಿಂದ ನಿಶ್ಶೇಷವಾಗಿ ಭಾಗವಾಗುವ ಪೂರ್ಣಾಂಕಗಳು (0, 2, 4, 6, 8...).",An integer that is divisible by 2 without leaving a remainder.,ಸಮ ಸಂಖ್ಯೆಯ ವರ್ಗವು ಯಾವಾಗಲೂ ಸಮ ಸಂಖ್ಯೆಯಾಗಿರುತ್ತದೆ.,The square of an even number is always an even number.,Even numbers can be paired up equally.
9,ಬೋಧಾಯನ ಪೈಥಾಗೊರಸ್ ಪ್ರಮೇಯ,Baudhayana-Pythagoras Theorem,pp. 42-66,ವೃತ್ತ,Circle,Vritta,Geometry,Important,4,ಸ್ಥಿರ ಬಿಂದುವಿನಿಂದ (ಕೇಂದ್ರ) ಸಮಾನ ದೂರದಲ್ಲಿರುವ ಎಲ್ಲಾ ಸಮತಲ ಬಿಂದುಗಳ ಪಥ.,A round plane figure whose boundary consists of points equidistant from a fixed center.,ವೃತ್ತದ ಕೇಂದ್ರದಿಂದ ಪರಿಧಿಗೆ ಇರುವ ದೂರವೇ ತ್ರಿಜ್ಯ (r).,The distance from the center of a circle to its boundary is radius (r).,"Perfect round shape, 360° total angle."
10,ಸಮಾನುಪಾತತೆಯ ತಾರ್ಕಿಕತೆ-2,Proportional Reasoning - 2,pp. 67-84,ಅನುಪಾತ,Ratio,Anupaatha,Ratios & Proportions,Core / Essential,89,ಒಂದೇ ಏಕಮಾನವುಳ್ಳ ಎರಡು ಪ್ರಮಾಣಗಳನ್ನು ಭಾಗಾಕಾರದ ಮೂಲಕ ಹೋಲಿಸುವುದು (a : b ಅಥವಾ a/b).,A quantitative relationship between two amounts showing how many times one value contains another (symbol a:b).,"ತರಗತಿಯಲ್ಲಿ 20 ಹುಡುಗರು ಮತ್ತು 30 ಹುಡುಗಿಯರಿದ್ದರೆ, ಅನುಪಾತ 20:30 = 2:3.","If there are 20 boys and 30 girls, the ratio is 20:30 = 2:3.",Ratio compares parts to parts or parts to whole.
10,ಸಮಾನುಪಾತತೆಯ ತಾರ್ಕಿಕತೆ-2,Proportional Reasoning - 2,pp. 67-84,ಸಮಾನುಪಾತ,Proportion,Samaanupaatha,Ratios & Proportions,Core / Essential,70,ಎರಡು ಅನುಪಾತಗಳು ಪರಸ್ಪರ ಸಮನಾಗಿರುವ ಸ್ಥಿತಿ (a:b = c:d ಅಥವಾ a:b :: c:d).,An equation stating that two given ratios are equal (a/b = c/d).,2:3 ಮತ್ತು 4:6 ಸಮಾನುಪಾತದಲ್ಲಿವೆ (2/3 = 4/6).,2:3 and 4:6 are in proportion (2/3 = 4/6).,Proportion = Equality of two ratios (ad = bc).
10,ಸಮಾನುಪಾತತೆಯ ತಾರ್ಕಿಕತೆ-2,Proportional Reasoning - 2,pp. 67-84,ವೇಗ,Speed,Vega,Physics & Proportions,Core / Essential,24,ವಸ್ತುವೊಂದು ಏಕಮಾನ ಕಾಲದಲ್ಲಿ ಕ್ರಮಿಸಿದ ದೂರ (ವೇಗ = ದೂರ / ಕಾಲ).,The rate at which an object covers distance: Speed = Distance / Time.,"ಕಾರು 2 ಗಂಟೆಗಳಲ್ಲಿ 120 km ಚಲಿಸಿದರೆ, ವೇಗ = 60 km/h.","If a car covers 120 km in 2 hours, speed = 60 km/h.",Speed = Distance ÷ Time (km/h or m/s).
10,ಸಮಾನುಪಾತತೆಯ ತಾರ್ಕಿಕತೆ-2,Proportional Reasoning - 2,pp. 67-84,ಪೈ (π),Pi (π ≈ 22/7 or 3.14159),Pi (Constant),Mathematical Constants,Core / Essential,15,ಯಾವುದೇ ವೃತ್ತದ ಪರಿಧಿ ಮತ್ತು ಅದರ ವ್ಯಾಸದ ನಡುವಿನ ಸ್ಥಿರ ಅನುಪಾತ (C / d = π ≈ 3.14159 ಅಥವಾ 22/7).,The mathematical constant representing the ratio of a circle's circumference to its diameter (π ≈ 3.14159).,ವೃತ್ತದ ಪರಿಧಿ C = 2πr ಮತ್ತು ವಿಸ್ತೀರ್ಣ A = πr².,Circumference C = 2πr and Area A = πr².,Pi is constant for every circle in the universe!
10,ಸಮಾನುಪಾತತೆಯ ತಾರ್ಕಿಕತೆ-2,Proportional Reasoning - 2,pp. 67-84,ಚಕ್ರಬಡ್ಡಿ,Compound Interest (CI),Chakra Baddi,Commercial Math,Core / Essential,0,ಹಿಂದಿನ ಅವಧಿಯ ಬಡ್ಡಿಯನ್ನು ಅಸಲಿಗೆ ಸೇರಿಸಿ ಹೊಸ ಮೊತ್ತದ ಮೇಲೆ ಲೆಕ್ಕ ಹಾಕಲಾಗುವ ಬಡ್ಡಿ: A = P(1 + R/100)ⁿ.,Interest calculated on the initial principal and the accumulated interest of previous periods.,ಚಕ್ರಬಡ್ಡಿಯಲ್ಲಿ ಹಣವು ಘಾತೀಯವಾಗಿ ವೇಗವಾಗಿ ಬೆಳೆಯುತ್ತದೆ.,"In compound interest, money grows exponentially over time.",Interest on interest! Grows like compounding exponents.
10,ಸಮಾನುಪಾತತೆಯ ತಾರ್ಕಿಕತೆ-2,Proportional Reasoning - 2,pp. 67-84,ಆಧಾರ ಸಂಖ್ಯೆ,Base (Base Number),Aadhaara Sankhye,Exponents & Powers,Important,4,ಘಾತಾಂಕದಲ್ಲಿ ಪುನರಾವರ್ತಿತವಾಗಿ ಗುಣಿಸಲ್ಪಡುವ ಮೂಲ ಸಂಖ್ಯೆ.,The number that is being repeatedly multiplied by itself in an exponential expression.,2⁴ ರಲ್ಲಿ 2 ಆಧಾರ ಸಂಖ್ಯೆ ಮತ್ತು 4 ಘಾತಾಂಕವಾಗಿದೆ.,"In 2⁴, 2 is the base and 4 is the exponent.",Base is the foundation on the bottom upon which exponents stand.
